关卡ID,关卡名称,随机元素种类（至少3色）,消除目标,关卡步数,3星要求,金币奖励,棋盘形状64位掩码,首次通关道具奖励
363,363,cake07|cake02|cake03|cake04|cake08|cake06,cake02-16|cake08-16|cake03-16,27,2400|2400|7200,160|160|480,1100001111000011110000111111111111111111110000111100001111000011,none
364,364,cake01|cake05|cake06|cake07|cake02|cake03,cake02-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
365,365,cake06|cake05|cake08|cake02|cake07|cake01|cake03,cake07-50,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
366,366,cake01|cake03|cake05|cake02|cake07|cake08|cake04,cake01-50,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
367,367,cake02|cake03|cake01|cake05|cake04|cake08,cake08-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
368,368,cake03|cake08|cake01|cake02,cake02-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
369,369,cake02|cake08|cake03|cake04,cake02-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
370,370,cake01|cake08|cake05|cake06,cake01-50,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
371,371,cake03|cake05|cake02|cake04|cake08|cake07,cake04-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
372,372,cake06|cake04|cake03|cake08,cake08-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
373,373,cake07|cake01|cake02|cake04|cake03|cake05,cake05-25|cake04-24,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
374,374,cake02|cake04|cake01|cake07|cake03,cake04-25|cake02-24,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
375,375,cake07|cake05|cake06|cake08,cake05-25|cake07-25,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
376,376,cake06|cake02|cake07|cake08|cake03|cake05|cake01,cake06-25|cake02-25,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
377,377,cake06|cake02|cake03|cake08|cake07|cake04,cake07-17|cake03-16|cake02-16,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
378,378,cake02|cake08|cake01,cake08-50,4,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
379,379,cake05|cake08|cake01,cake08-50,4,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
380,380,cake04|cake07|cake01,cake07-50,4,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
381,381,cake02|cake07|cake03,cake07-49,6,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
382,382,cake03|cake01|cake02,cake03-50,6,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
383,383,cake06|cake02|cake01,cake02-50,6,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
384,384,cake08|cake03|cake06,cake06-25|cake03-25,6,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
385,385,cake07|cake08|cake03|cake05|cake02|cake01|cake04,cake03-26,15,1300|1300|3900,90|90|260,0011110001111110111111111110011111100111111111110111111000111100,none
386,386,cake06|cake02|cake03|cake08|cake04,cake04-37,21,1850|1850|5550,125|125|370,0111111000111100000110000001100000011000000110000011110001111110,none
387,387,cake08|cake06|cake02|cake04|cake03|cake07,cake06-45,25,2250|2250|6750,150|150|450,1100001111000011110000111111111111111111110000111100001111000011,none
388,388,cake05|cake07|cake02|cake01|cake04|cake08|cake06,cake08-16|cake01-16|cake04-16,27,2400|2400|7200,160|160|480,1111100011111100011111100011111100011111000011110000011100000011,none
389,389,cake02|cake06|cake04|cake05|cake08|cake01,cake04-16|cake06-16|cake05-16,27,2400|2400|7200,160|160|480,1111000011110000111100000000000000000000000011110000111100001111,none
390,390,cake08|cake01|cake06|cake02|cake03,cake01-16|cake02-16|cake06-16,27,2400|2400|7200,160|160|480,0111111011111111111111111111111111111111111111111111111101111110,none
391,391,cake08|cake02|cake06|cake05|cake01|cake04,cake05-16|cake06-16|cake08-16,27,2400|2400|7200,160|160|480,0001100000111100011111101111111111111111011111100011110000011000,none
392,392,cake01|cake03|cake06|cake07|cake02|cake08|cake05,cake03-16|cake07-16|cake02-16,27,2400|2400|7200,160|160|480,0011110000111100111111111111111111111111111111110011110000111100,none
393,393,cake01|cake03|cake06|cake05|cake08|cake07,cake03-16|cake07-16|cake01-16,27,2400|2400|7200,160|160|480,0011110001111110111111111110011111100111111111110111111000111100,none
394,394,cake06|cake02|cake04|cake03|cake08,cake02-16|cake04-16|cake03-16,27,2400|2400|7200,160|160|480,0111111000111100000110000001100000011000000110000011110001111110,none
395,395,cake07|cake02|cake03|cake01|cake06|cake08|cake05,cake05-16|cake06-16|cake03-16,27,2400|2400|7200,160|160|480,1100001111000011110000111111111111111111110000111100001111000011,none
396,396,cake08|cake04|cake01|cake07|cake05,cake08-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
397,397,cake05|cake03|cake07|cake08,cake08-50,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
398,398,cake06|cake04|cake07|cake05|cake02|cake08|cake03,cake04-50,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
399,399,cake05|cake01|cake08|cake03|cake04|cake07,cake04-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
400,400,cake01|cake02|cake04|cake06,cake02-24|cake06-25,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
401,401,cake01|cake06|cake03|cake02,cake03-25|cake06-24,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
402,402,cake03|cake07|cake06|cake05|cake02,cake03-16|cake02-17|cake05-16,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
403,403,cake01|cake05|cake02,cake01-50,4,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
404,404,cake08|cake03|cake01,cake08-50,4,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
405,405,cake04|cake08|cake01,cake08-50,4,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
406,406,cake06|cake04|cake01,cake06-50,4,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
407,407,cake01|cake03|cake05,cake03-25,6,1250|1250|3750,85|85|250,0001100000111100011111101111111111111111011111100011110000011000,none
408,408,cake05|cake03|cake04,cake03-50,6,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
409,409,cake04|cake08|cake02,cake04-50,6,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
410,410,cake01|cake07|cake02,cake02-50,6,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
411,411,cake05|cake08|cake07,cake08-24|cake07-25,6,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
412,412,cake05|cake06|cake08,cake06-24|cake08-25,6,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
413,413,cake02|cake08|cake07,cake02-25|cake08-24,6,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
414,414,cake06|cake05|cake02|cake04,cake04-33,19,1650|1650|4950,110|110|330,0111111011111111111111111111111111111111111111111111111101111110,none
415,415,cake05|cake07|cake08|cake04|cake02|cake03|cake06,cake03-17|cake07-15|cake02-16,27,2400|2400|7200,160|160|480,0001100000111100011111101111111111111111011111100011110000011000,none
416,416,cake08|cake05|cake07|cake03,cake05-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
417,417,cake01|cake04|cake07|cake02|cake08,cake07-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
418,418,cake03|cake05|cake07|cake08,cake03-50,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
419,419,cake02|cake05|cake01|cake04,cake05-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
420,420,cake07|cake03|cake06|cake01,cake03-24|cake06-25,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
421,421,cake07|cake05|cake02|cake08,cake05-25|cake07-24,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
422,422,cake06|cake07|cake01|cake05,cake05-25|cake07-24,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
423,423,cake08|cake03|cake01|cake02|cake04,cake01-25|cake08-24,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
424,424,cake02|cake05|cake08|cake03,cake05-24|cake08-25,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
425,425,cake04|cake02|cake06|cake01|cake07|cake03,cake04-24|cake06-25,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
426,426,cake06|cake02|cake08|cake04|cake01|cake03|cake07,cake01-24|cake07-25,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
427,427,cake06|cake03|cake01|cake02,cake02-16|cake03-16|cake06-17,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
428,428,cake02|cake06|cake01,cake02-26,4,1300|1300|3900,90|90|260,1111100011111100011111100011111100011111000011110000011100000011,none
429,429,cake01|cake05|cake02,cake01-39,4,1950|1950|5850,130|130|390,1111000011110000111100000000000000000000000011110000111100001111,none
430,430,cake06|cake01|cake02,cake06-44,4,2200|2200|6600,150|150|440,0111111011111111111111111111111111111111111111111111111101111110,none
431,431,cake02|cake07|cake01,cake02-50,4,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
432,432,cake03|cake08|cake01,cake03-50,4,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
433,433,cake06|cake03|cake01,cake03-50,4,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
434,434,cake08|cake05|cake01,cake08-50,4,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
435,435,cake04|cake08|cake01,cake04-50,4,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
436,436,cake02|cake07|cake01,cake02-50,4,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
437,437,cake07|cake03|cake01,cake03-50,4,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
438,438,cake02|cake08|cake01,cake02-50,4,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
439,439,cake06|cake08|cake03,cake08-50,6,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
440,440,cake06|cake03|cake05,cake03-24|cake05-25,6,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
441,441,cake03|cake05|cake02,cake03-25|cake05-24,6,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
442,442,cake02|cake01|cake05|cake07|cake08|cake03|cake04,cake08-16|cake02-16|cake04-16,27,2400|2400|7200,160|160|480,0111111000111100000110000001100000011000000110000011110001111110,none
443,443,cake08|cake03|cake05|cake04|cake07,cake03-16|cake08-16|cake07-16,27,2400|2400|7200,160|160|480,1100001111000011110000111111111111111111110000111100001111000011,none
444,444,cake07|cake02|cake06|cake01,cake01-16|cake02-16|cake06-16,27,2400|2400|7200,160|160|480,1111100011111100011111100011111100011111000011110000011100000011,none
445,445,cake02|cake03|cake01|cake07,cake07-16|cake02-16|cake03-16,27,2400|2400|7200,160|160|480,1111000011110000111100000000000000000000000011110000111100001111,none
446,446,cake02|cake03|cake06|cake04,cake03-16|cake02-16|cake04-16,27,2400|2400|7200,160|160|480,0111111011111111111111111111111111111111111111111111111101111110,none
447,447,cake01|cake08|cake04|cake02,cake01-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
448,448,cake03|cake07|cake01|cake04,cake01-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
449,449,cake08|cake06|cake03|cake01|cake07,cake01-24|cake06-25,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
450,450,cake05|cake04|cake07|cake02,cake04-16|cake07-16|cake02-17,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
451,451,cake08|cake02|cake01|cake04|cake05,cake02-17|cake01-16|cake05-16,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
452,452,cake06|cake02|cake04|cake03|cake08|cake07,cake02-16|cake04-17|cake06-16,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
453,453,cake02|cake03|cake01,cake02-30,4,1500|1500|4500,100|100|300,1111000011110000111100000000000000000000000011110000111100001111,none
454,454,cake02|cake03|cake01,cake02-35,4,1750|1750|5250,120|120|350,0111111011111111111111111111111111111111111111111111111101111110,none
455,455,cake02|cake06|cake01,cake06-50,4,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
456,456,cake08|cake06|cake01,cake08-50,4,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
457,457,cake08|cake04|cake01,cake04-50,4,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
458,458,cake04|cake01|cake07,cake04-41,6,2050|2050|6150,140|140|410,0111111000111100000110000001100000011000000110000011110001111110,none
459,459,cake01|cake07|cake08|cake05|cake04|cake06,cake08-17|cake04-15|cake06-16,27,2400|2400|7200,160|160|480,1100001111000011110000111111111111111111110000111100001111000011,none
460,460,cake06|cake03|cake01|cake08|cake07|cake04|cake05,cake06-16|cake07-16|cake04-16,27,2400|2400|7200,160|160|480,1111100011111100011111100011111100011111000011110000011100000011,none
461,461,cake02|cake05|cake01|cake06|cake08|cake04|cake03,cake01-16|cake02-16|cake03-16,27,2400|2400|7200,160|160|480,1111000011110000111100000000000000000000000011110000111100001111,none
462,462,cake04|cake03|cake05|cake01,cake01-16|cake04-16|cake05-16,27,2400|2400|7200,160|160|480,0111111011111111111111111111111111111111111111111111111101111110,none
463,463,cake02|cake05|cake06|cake07|cake08|cake03|cake01,cake02-16|cake07-16|cake06-16,27,2400|2400|7200,160|160|480,0001100000111100011111101111111111111111011111100011110000011000,none
464,464,cake02|cake05|cake01|cake03|cake07|cake08,cake05-16|cake02-16|cake01-16,27,2400|2400|7200,160|160|480,0011110000111100111111111111111111111111111111110011110000111100,none
465,465,cake08|cake01|cake06|cake03|cake02,cake03-16|cake01-16|cake02-16,27,2400|2400|7200,160|160|480,0011110001111110111111111110011111100111111111110111111000111100,none
466,466,cake01|cake08|cake05|cake03|cake07|cake04|cake02,cake07-50,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
467,467,cake07|cake03|cake04|cake02,cake02-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
468,468,cake08|cake01|cake03|cake02|cake05|cake04,cake04-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
469,469,cake05|cake07|cake04|cake08|cake06,cake04-50,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
470,470,cake08|cake03|cake05|cake01|cake04|cake06|cake07,cake03-25|cake07-24,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
471,471,cake08|cake05|cake04|cake03|cake01,cake01-24|cake05-25,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
472,472,cake08|cake04|cake05|cake02,cake04-25|cake05-24,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
473,473,cake08|cake04|cake06|cake07|cake02,cake08-24|cake06-25,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
474,474,cake02|cake06|cake01|cake08|cake05,cake02-25|cake01-25,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
475,475,cake07|cake03|cake01|cake04,cake07-25|cake04-25,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
476,476,cake05|cake07|cake02|cake04,cake02-16|cake04-16|cake05-17,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
477,477,cake01|cake03|cake07|cake04|cake08,cake08-16|cake04-16|cake03-17,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
478,478,cake06|cake07|cake01,cake07-29,4,1450|1450|4350,100|100|290,0111111011111111111111111111111111111111111111111111111101111110,none
479,479,cake08|cake04|cake01,cake04-30,4,1500|1500|4500,100|100|300,0001100000111100011111101111111111111111011111100011110000011000,none
480,480,cake03|cake08|cake01,cake03-50,4,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
481,481,cake04|cake07|cake01,cake04-50,4,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
482,482,cake06|cake08|cake02,cake06-50,6,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
483,483,cake02|cake01|cake03,cake01-50,6,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
484,484,cake06|cake03|cake07,cake06-50,6,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
485,485,cake05|cake08|cake06,cake08-50,6,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
486,486,cake01|cake02|cake05,cake02-25|cake01-24,6,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
487,487,cake04|cake05|cake08|cake06|cake03|cake07,cake07-17|cake03-15|cake04-16,27,2400|2400|7200,160|160|480,0001100000111100011111101111111111111111011111100011110000011000,none
488,488,cake07|cake03|cake05|cake06|cake02|cake04|cake08,cake08-16|cake03-16|cake07-16,27,2400|2400|7200,160|160|480,0011110000111100111111111111111111111111111111110011110000111100,none
489,489,cake02|cake05|cake03|cake08,cake03-16|cake05-16|cake02-16,27,2400|2400|7200,160|160|480,0011110001111110111111111110011111100111111111110111111000111100,none
490,490,cake06|cake07|cake01|cake02|cake03|cake08,cake06-50,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
491,491,cake08|cake04|cake07|cake02|cake01,cake08-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
492,492,cake04|cake08|cake07|cake03|cake06,cake03-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
493,493,cake06|cake02|cake04|cake08|cake01|cake03,cake02-50,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
494,494,cake02|cake06|cake07|cake08|cake05,cake02-24|cake08-25,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
495,495,cake07|cake01|cake03|cake02|cake08|cake05|cake06,cake03-24|cake01-25,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
496,496,cake03|cake01|cake06|cake07|cake08,cake03-25|cake08-24,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
497,497,cake04|cake02|cake01|cake03|cake06|cake05|cake07,cake06-24|cake03-25,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
498,498,cake03|cake02|cake04|cake01|cake08,cake04-25|cake08-25,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
499,499,cake06|cake07|cake03|cake02|cake05|cake04|cake08,cake07-25|cake03-25,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
500,500,cake08|cake06|cake07|cake05|cake04|cake02|cake03,cake06-16|cake07-17|cake03-16,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
501,501,cake04|cake06|cake05|cake07|cake03,cake03-16|cake07-16|cake04-17,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
502,502,cake06|cake04|cake08|cake05,cake08-17|cake06-16|cake04-16,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
503,503,cake01|cake07|cake02,cake01-44,4,2200|2200|6600,150|150|440,0001100000111100011111101111111111111111011111100011110000011000,none
504,504,cake04|cake08|cake01,cake08-50,4,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
505,505,cake01|cake08|cake02,cake08-50,4,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
506,506,cake01|cake06|cake02,cake06-50,4,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
507,507,cake01|cake07|cake02,cake01-50,4,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
508,508,cake07|cake06|cake05,cake05-50,6,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
509,509,cake01|cake06|cake02,cake06-50,6,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
510,510,cake01|cake04|cake05|cake08|cake03|cake07,cake01-39,22,1950|1950|5850,130|130|390,0111111011111111111111111111111111111111111111111111111101111110,none
511,511,cake07|cake02|cake08|cake04|cake05|cake01,cake05-16|cake07-16|cake01-16,27,2400|2400|7200,160|160|480,0001100000111100011111101111111111111111011111100011110000011000,none
512,512,cake01|cake05|cake04|cake03,cake04-16|cake05-16|cake03-16,27,2400|2400|7200,160|160|480,0011110000111100111111111111111111111111111111110011110000111100,none
513,513,cake05|cake01|cake08|cake04|cake02,cake04-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
514,514,cake05|cake04|cake01|cake07|cake06,cake05-50,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
515,515,cake02|cake01|cake05|cake04,cake05-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
516,516,cake02|cake01|cake05|cake08|cake06|cake07,cake06-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
517,517,cake01|cake08|cake02|cake06|cake03|cake05|cake07,cake07-50,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
518,518,cake07|cake04|cake01|cake02,cake07-50,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
519,519,cake03|cake05|cake08|cake07|cake02|cake01|cake06,cake01-24|cake07-25,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
520,520,cake07|cake03|cake01|cake04|cake08|cake05,cake05-24|cake08-25,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
521,521,cake08|cake06|cake01|cake05|cake03,cake01-24|cake06-25,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
522,522,cake08|cake01|cake05|cake07,cake05-24|cake07-25,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
523,523,cake08|cake03|cake01|cake04|cake07|cake02,cake03-25|cake07-24,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
524,524,cake04|cake01|cake02|cake03|cake05|cake08,cake08-25|cake05-24,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
525,525,cake03|cake01|cake08|cake05|cake04|cake07,cake01-25|cake04-25,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
526,526,cake01|cake08|cake07|cake04|cake03,cake08-16|cake07-16|cake04-17,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
527,527,cake01|cake07|cake05|cake03|cake06|cake08|cake04,cake06-17|cake05-16|cake01-16,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
528,528,cake04|cake01|cake02,cake01-29,4,1450|1450|4350,100|100|290,0011110000111100111111111111111111111111111111110011110000111100,none
529,529,cake04|cake02|cake01,cake04-49,4,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
530,530,cake08|cake07|cake01,cake08-50,4,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
531,531,cake05|cake03|cake01,cake05-50,4,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
532,532,cake03|cake05|cake01,cake05-50,4,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
533,533,cake07|cake02|cake01,cake02-50,4,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
534,534,cake05|cake03|cake01,cake03-50,4,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
535,535,cake05|cake01|cake07,cake07-34,6,1700|1700|5100,115|115|340,0001100000111100011111101111111111111111011111100011110000011000,none
536,536,cake02|cake08|cake04,cake08-50,6,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
537,537,cake08|cake02|cake06,cake06-50,6,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
538,538,cake05|cake02|cake06,cake06-25|cake05-24,6,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
539,539,cake03|cake07|cake01,cake07-24|cake01-25,6,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
540,540,cake02|cake06|cake05|cake03|cake08|cake01|cake07,cake06-36,20,1800|1800|5400,120|120|360,1111100011111100011111100011111100011111000011110000011100000011,none
541,541,cake02|cake03|cake05|cake06|cake01,cake01-40,23,2000|2000|6000,135|135|400,1111000011110000111100000000000000000000000011110000111100001111,none
542,542,cake04|cake01|cake05|cake07,cake05-16|cake01-16|cake04-16,27,2400|2400|7200,160|160|480,0111111011111111111111111111111111111111111111111111111101111110,none
543,543,cake05|cake07|cake02|cake08,cake05-16|cake07-16|cake08-16,27,2400|2400|7200,160|160|480,0001100000111100011111101111111111111111011111100011110000011000,none
544,544,cake03|cake05|cake02|cake08|cake07|cake04,cake05-16|cake08-16|cake04-16,27,2400|2400|7200,160|160|480,0011110000111100111111111111111111111111111111110011110000111100,none
545,545,cake03|cake08|cake05|cake07|cake01,cake01-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
546,546,cake01|cake04|cake08|cake06|cake05|cake03,cake01-50,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
547,547,cake01|cake04|cake08|cake02|cake07|cake03|cake06,cake03-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
548,548,cake04|cake06|cake07|cake05,cake06-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
549,549,cake03|cake01|cake02|cake07|cake05|cake06|cake08,cake03-50,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
